               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 228,             0.04234,            0.067523,                   0,             0.48279,             0.49485,             0.41293,             0.17009,            0.057271,             0.12938,                   0,           0.0089034,           0.0089034,           0.0089034
                 229,            0.044928,            0.069254,                   0,             0.48279,             0.49485,             0.41293,             0.17009,            0.057271,             0.12938,                   0,           0.0088941,           0.0088941,           0.0088941
                 230,            0.045104,             0.06775,                   0,             0.52068,             0.46392,             0.44845,             0.15843,            0.055154,             0.13208,                   0,           0.0088848,           0.0088848,           0.0088848
                 231,            0.041889,            0.071108,                   0,             0.52068,             0.46392,             0.44845,             0.15843,            0.055154,             0.13208,                   0,           0.0088755,           0.0088755,           0.0088755
                 232,             0.04001,            0.074556,                   0,             0.48917,             0.48454,             0.44191,             0.15745,             0.05413,             0.12937,                   0,           0.0088661,           0.0088661,           0.0088661
                 233,            0.040914,            0.074351,                   0,             0.45996,             0.47415,             0.39571,             0.14799,            0.057675,             0.11748,                   0,           0.0088567,           0.0088567,           0.0088567
                 234,            0.047319,            0.071663,                   0,             0.45996,             0.47415,             0.39571,             0.14799,            0.057675,             0.11748,                   0,           0.0088473,           0.0088473,           0.0088473
                 235,            0.047126,            0.064791,                   0,             0.48831,             0.43299,             0.43312,             0.15782,            0.053928,             0.13066,                   0,           0.0088378,           0.0088378,           0.0088378
                 236,            0.049504,            0.071909,                   0,             0.48831,             0.43299,             0.43312,             0.15782,            0.053928,             0.13066,                   0,           0.0088283,           0.0088283,           0.0088283
                 237,            0.046738,            0.068396,                   0,             0.49473,             0.48452,             0.46947,             0.18902,             0.05496,             0.13112,                   0,           0.0088188,           0.0088188,           0.0088188
                 238,            0.040122,            0.074055,                   0,             0.49473,             0.48452,             0.46947,             0.18902,             0.05496,             0.13112,                   0,           0.0088092,           0.0088092,           0.0088092
                 239,            0.039818,            0.068947,                   0,             0.45424,             0.49485,             0.44157,             0.18016,             0.05769,             0.15148,                   0,           0.0087996,           0.0087996,           0.0087996
                 240,            0.040783,             0.05985,                   0,             0.45424,             0.49485,             0.44157,             0.18016,             0.05769,             0.15148,                   0,             0.00879,             0.00879,             0.00879
                 241,            0.041801,            0.066726,                   0,             0.44735,             0.48454,             0.44078,             0.17404,            0.058173,             0.14434,                   0,           0.0087804,           0.0087804,           0.0087804
                 242,            0.041607,            0.066078,                   0,              0.5053,              0.4433,             0.42164,               0.133,            0.060405,              0.1425,                   0,           0.0087707,           0.0087707,           0.0087707
                 243,            0.052776,            0.065952,                   0,              0.5053,              0.4433,             0.42164,               0.133,            0.060405,              0.1425,                   0,           0.0087609,           0.0087609,           0.0087609
                 244,            0.052834,            0.065846,                   0,             0.53557,             0.46366,             0.46192,             0.17479,            0.058263,             0.12144,                   0,           0.0087512,           0.0087512,           0.0087512
                 245,            0.045682,            0.063503,                   0,             0.53557,             0.46366,             0.46192,             0.17479,            0.058263,             0.12144,                   0,           0.0087414,           0.0087414,           0.0087414
                 246,            0.043507,            0.057556,                   0,             0.53346,             0.47423,             0.48093,             0.18472,            0.056049,             0.12879,                   0,           0.0087316,           0.0087316,           0.0087316
                 247,            0.040561,            0.071322,                   0,             0.53346,             0.47423,             0.48093,             0.18472,            0.056049,             0.12879,                   0,           0.0087217,           0.0087217,           0.0087217
                 248,            0.039201,            0.058432,                   0,             0.49465,             0.51546,             0.47976,             0.18749,            0.056096,             0.13267,                   0,           0.0087118,           0.0087118,           0.0087118
                 249,             0.04015,            0.074809,                   0,             0.55967,             0.51546,             0.49659,             0.19723,            0.054017,             0.12001,                   0,           0.0087019,           0.0087019,           0.0087019
                 250,            0.042566,            0.069568,                   0,             0.55967,             0.51546,             0.49659,             0.19723,            0.054017,             0.12001,                   0,            0.008692,            0.008692,            0.008692
                 251,            0.045137,            0.058786,                   0,             0.49049,             0.53608,             0.48138,             0.17758,            0.057192,              0.1303,                   0,            0.008682,            0.008682,            0.008682
                 252,            0.042976,            0.073925,                   0,             0.49049,             0.53608,             0.48138,             0.17758,            0.057192,              0.1303,                   0,            0.008672,            0.008672,            0.008672
                 253,            0.041955,            0.072503,                   0,             0.67673,             0.45322,             0.48437,             0.20092,            0.054662,             0.13032,                   0,           0.0086619,           0.0086619,           0.0086619
                 254,            0.040205,            0.071339,                   0,             0.67673,             0.45322,             0.48437,             0.20092,            0.054662,             0.13032,                   0,           0.0086519,           0.0086519,           0.0086519
                 255,            0.039955,            0.059603,                   0,              0.5855,             0.50515,              0.4983,             0.20292,            0.057492,             0.11915,                   0,           0.0086417,           0.0086417,           0.0086417
                 256,            0.040506,            0.071731,                   0,              0.5855,             0.50515,              0.4983,             0.20292,            0.057492,             0.11915,                   0,           0.0086316,           0.0086316,           0.0086316
                 257,             0.03957,            0.066634,                   0,             0.57601,             0.50515,             0.48673,             0.19499,            0.058003,             0.11781,                   0,           0.0086214,           0.0086214,           0.0086214
                 258,            0.042985,            0.070516,                   0,             0.62041,             0.37113,             0.43517,             0.13464,              0.0559,             0.12559,                   0,           0.0086112,           0.0086112,           0.0086112
                 259,            0.055355,            0.058866,                   0,             0.62041,             0.37113,             0.43517,             0.13464,              0.0559,             0.12559,                   0,            0.008601,            0.008601,            0.008601
                 260,            0.050549,            0.072673,                   0,             0.46441,             0.54529,             0.44519,             0.16794,            0.056949,             0.12691,                   0,           0.0085908,           0.0085908,           0.0085908
                 261,            0.044157,            0.061743,                   0,             0.46441,             0.54529,             0.44519,             0.16794,            0.056949,             0.12691,                   0,           0.0085805,           0.0085805,           0.0085805
                 262,            0.041181,            0.069687,                   0,              0.4587,             0.51546,             0.42595,             0.17347,            0.055949,             0.12501,                   0,           0.0085701,           0.0085701,           0.0085701
                 263,            0.040398,            0.069489,                   0,              0.4587,             0.51546,             0.42595,             0.17347,            0.055949,             0.12501,                   0,           0.0085598,           0.0085598,           0.0085598
                 264,            0.040278,            0.070246,                   0,             0.44155,             0.54639,             0.40521,             0.16978,            0.055229,             0.12341,                   0,           0.0085494,           0.0085494,           0.0085494
                 265,            0.038814,            0.060513,                   0,             0.52913,              0.5567,             0.43383,             0.17051,            0.056285,             0.12517,                   0,            0.008539,            0.008539,            0.008539
                 266,            0.043798,            0.063485,                   0,             0.52913,              0.5567,             0.43383,             0.17051,            0.056285,             0.12517,                   0,           0.0085286,           0.0085286,           0.0085286
                 267,            0.044617,            0.062586,                   0,             0.54236,             0.51546,             0.45628,             0.18063,            0.057414,             0.12194,                   0,           0.0085181,           0.0085181,           0.0085181
                 268,            0.044506,            0.059167,                   0,             0.54236,             0.51546,             0.45628,             0.18063,            0.057414,             0.12194,                   0,           0.0085076,           0.0085076,           0.0085076
                 269,            0.042396,            0.059255,                   0,             0.54172,             0.52577,             0.49003,             0.19178,            0.056822,             0.11983,                   0,           0.0084971,           0.0084971,           0.0084971
                 270,            0.039569,            0.066424,                   0,             0.54172,             0.52577,             0.49003,             0.19178,            0.056822,             0.11983,                   0,           0.0084865,           0.0084865,           0.0084865
                 271,            0.040787,            0.061201,                   0,             0.59448,             0.48454,              0.4942,             0.19895,            0.058302,             0.11734,                   0,           0.0084759,           0.0084759,           0.0084759
                 272,            0.039418,            0.063527,                   0,             0.59448,             0.48454,              0.4942,             0.19895,            0.058302,             0.11734,                   0,           0.0084653,           0.0084653,           0.0084653
                 273,             0.04063,            0.060397,                   0,             0.57741,             0.49485,             0.49111,             0.19549,            0.058656,             0.11813,                   0,           0.0084546,           0.0084546,           0.0084546
                 274,            0.040895,              0.0552,                   0,             0.62631,             0.48454,             0.49153,             0.18125,            0.054073,             0.11092,                   0,            0.008444,            0.008444,            0.008444
                 275,            0.040861,            0.060962,                   0,             0.62631,             0.48454,             0.49153,             0.18125,            0.054073,             0.11092,                   0,           0.0084333,           0.0084333,           0.0084333
                 276,            0.041238,            0.051992,                   0,              0.5416,             0.39175,             0.40189,             0.15667,            0.059127,             0.13115,                   0,           0.0084225,           0.0084225,           0.0084225
                 277,            0.038992,            0.065315,                   0,              0.5416,             0.39175,             0.40189,             0.15667,            0.059127,             0.13115,                   0,           0.0084118,           0.0084118,           0.0084118
                 278,            0.038722,            0.058999,                   0,             0.46512,             0.48409,             0.43621,             0.16771,             0.05651,             0.12864,                   0,            0.008401,            0.008401,            0.008401
                 279,            0.038042,            0.054869,                   0,             0.46512,             0.48409,             0.43621,             0.16771,             0.05651,             0.12864,                   0,           0.0083901,           0.0083901,           0.0083901
                 280,            0.036921,            0.071802,                   0,             0.51133,             0.46385,             0.45189,             0.16655,            0.058251,             0.13207,                   0,           0.0083793,           0.0083793,           0.0083793
                 281,            0.037277,             0.05981,                   0,              0.4897,             0.50515,             0.47767,             0.16686,            0.055218,             0.13089,                   0,           0.0083684,           0.0083684,           0.0083684
                 282,            0.045171,            0.070632,                   0,              0.4897,             0.50515,             0.47767,             0.16686,            0.055218,             0.13089,                   0,           0.0083575,           0.0083575,           0.0083575
                 283,            0.044427,             0.06786,                   0,             0.51054,             0.49485,             0.47858,             0.17106,            0.058745,               0.119,                   0,           0.0083466,           0.0083466,           0.0083466
                 284,            0.048505,            0.064258,                   0,             0.51054,             0.49485,             0.47858,             0.17106,            0.058745,               0.119,                   0,           0.0083356,           0.0083356,           0.0083356
                 285,            0.044601,            0.061072,                   0,             0.54429,             0.56641,             0.53486,             0.21806,            0.054788,              0.1222,                   0,           0.0083246,           0.0083246,           0.0083246
                 286,            0.040961,            0.060004,                   0,             0.54429,             0.56641,             0.53486,             0.21806,            0.054788,              0.1222,                   0,           0.0083136,           0.0083136,           0.0083136
                 287,            0.039125,            0.056355,                   0,              0.5861,             0.52555,             0.52497,             0.21383,            0.055228,             0.11521,                   0,           0.0083025,           0.0083025,           0.0083025
                 288,            0.037374,            0.066911,                   0,              0.5861,             0.52555,             0.52497,             0.21383,            0.055228,             0.11521,                   0,           0.0082915,           0.0082915,           0.0082915
                 289,            0.039676,             0.06614,                   0,             0.58809,             0.51546,             0.52422,             0.22107,            0.054739,             0.11199,                   0,           0.0082804,           0.0082804,           0.0082804
                 290,            0.039799,            0.057886,                   0,             0.52035,             0.52577,             0.50172,             0.20646,            0.052706,             0.11756,                   0,           0.0082692,           0.0082692,           0.0082692
                 291,            0.041772,            0.062058,                   0,             0.52035,             0.52577,             0.50172,             0.20646,            0.052706,             0.11756,                   0,           0.0082581,           0.0082581,           0.0082581
                 292,            0.042472,            0.068231,                   0,             0.59692,              0.4122,             0.47878,             0.17712,            0.057627,             0.11574,                   0,           0.0082469,           0.0082469,           0.0082469
                 293,            0.041714,             0.06203,                   0,             0.59692,              0.4122,             0.47878,             0.17712,            0.057627,             0.11574,                   0,           0.0082357,           0.0082357,           0.0082357
                 294,            0.038792,            0.061982,                   0,             0.58893,              0.4431,             0.47612,             0.18867,            0.055882,             0.12415,                   0,           0.0082244,           0.0082244,           0.0082244
                 295,            0.037893,            0.061638,                   0,             0.58893,              0.4431,             0.47612,             0.18867,            0.055882,             0.12415,                   0,           0.0082132,           0.0082132,           0.0082132
                 296,            0.039787,            0.072244,                   0,             0.47131,             0.53608,             0.47639,             0.17391,            0.055257,              0.1239,                   0,           0.0082019,           0.0082019,           0.0082019
                 297,            0.039383,            0.062016,                   0,             0.41234,             0.39175,             0.37494,             0.12086,            0.065546,             0.12008,                   0,           0.0081906,           0.0081906,           0.0081906
                 298,            0.053306,            0.059176,                   0,             0.41234,             0.39175,             0.37494,             0.12086,            0.065546,             0.12008,                   0,           0.0081792,           0.0081792,           0.0081792
                 299,            0.052025,            0.067938,                   0,             0.52015,             0.39114,             0.40821,             0.15227,            0.058123,             0.13882,                   0,           0.0081679,           0.0081679,           0.0081679
                 300,            0.044503,            0.060089,                   0,             0.52015,             0.39114,             0.40821,             0.15227,            0.058123,             0.13882,                   0,           0.0081565,           0.0081565,           0.0081565
                 301,            0.043136,            0.065035,                   0,             0.52935,             0.35947,             0.40176,             0.16543,            0.061029,             0.13936,                   0,            0.008145,            0.008145,            0.008145
                 302,            0.038806,            0.061583,                   0,             0.52935,             0.35947,             0.40176,             0.16543,            0.061029,             0.13936,                   0,           0.0081336,           0.0081336,           0.0081336
                 303,            0.038162,             0.05648,                   0,             0.49747,             0.41237,             0.43105,             0.16808,             0.06039,             0.13434,                   0,           0.0081221,           0.0081221,           0.0081221
                 304,            0.037145,            0.059608,                   0,             0.49747,             0.41237,             0.43105,             0.16808,             0.06039,             0.13434,                   0,           0.0081106,           0.0081106,           0.0081106
                 305,             0.03744,            0.059622,                   0,             0.56824,             0.41237,             0.44578,             0.17328,            0.060485,             0.12986,                   0,           0.0080991,           0.0080991,           0.0080991
                 306,            0.040189,            0.064848,                   0,             0.47148,             0.51502,             0.45697,             0.17776,            0.055718,             0.11936,                   0,           0.0080875,           0.0080875,           0.0080875
                 307,            0.043853,            0.061233,                   0,             0.47148,             0.51502,             0.45697,             0.17776,            0.055718,             0.11936,                   0,           0.0080759,           0.0080759,           0.0080759
                 308,            0.045715,            0.060437,                   0,             0.56226,             0.46347,             0.47649,             0.15221,            0.067699,             0.12656,                   0,           0.0080643,           0.0080643,           0.0080643
                 309,            0.046121,            0.065664,                   0,             0.56226,             0.46347,             0.47649,             0.15221,            0.067699,             0.12656,                   0,           0.0080527,           0.0080527,           0.0080527
                 310,            0.042382,            0.058226,                   0,             0.58372,             0.49485,             0.49781,             0.18818,            0.060448,             0.12017,                   0,           0.0080411,           0.0080411,           0.0080411
                 311,            0.036593,            0.063598,                   0,             0.58372,             0.49485,             0.49781,             0.18818,            0.060448,             0.12017,                   0,           0.0080294,           0.0080294,           0.0080294
                 312,            0.037314,            0.061359,                   0,             0.59299,             0.52571,              0.5007,             0.18997,            0.059212,             0.11772,                   0,           0.0080177,           0.0080177,           0.0080177
                 313,            0.036241,              0.0579,                   0,             0.53923,             0.49465,             0.48384,             0.17749,            0.057474,             0.11301,                   0,           0.0080059,           0.0080059,           0.0080059
                 314,            0.038168,            0.069238,                   0,             0.53923,             0.49465,             0.48384,             0.17749,            0.057474,             0.11301,                   0,           0.0079942,           0.0079942,           0.0079942
                 315,            0.039248,             0.06694,                   0,             0.51034,             0.49485,             0.45521,             0.17728,            0.058532,             0.12716,                   0,           0.0079824,           0.0079824,           0.0079824
                 316,            0.041137,            0.066629,                   0,             0.51034,             0.49485,             0.45521,             0.17728,            0.058532,             0.12716,                   0,           0.0079706,           0.0079706,           0.0079706
                 317,            0.042361,            0.058389,                   0,             0.51631,             0.48454,             0.44889,             0.16435,            0.064425,             0.12595,                   0,           0.0079588,           0.0079588,           0.0079588
                 318,            0.042484,            0.046288,                   0,             0.51631,             0.48454,             0.44889,             0.16435,            0.064425,             0.12595,                   0,           0.0079469,           0.0079469,           0.0079469
                 319,            0.039061,            0.057795,                   0,             0.53214,             0.50515,             0.46667,             0.17249,            0.061136,             0.11794,                   0,            0.007935,            0.007935,            0.007935
                 320,            0.038977,            0.070832,                   0,             0.53214,             0.50515,             0.46667,             0.17249,            0.061136,             0.11794,                   0,           0.0079231,           0.0079231,           0.0079231
                 321,            0.037477,            0.067826,                   0,             0.51545,             0.50448,             0.47935,             0.17548,            0.060104,             0.11922,                   0,           0.0079112,           0.0079112,           0.0079112
                 322,             0.03824,            0.070847,                   0,              0.5369,             0.51546,             0.50094,             0.18816,             0.05605,             0.11348,                   0,           0.0078993,           0.0078993,           0.0078993
                 323,            0.037248,            0.057991,                   0,              0.5369,             0.51546,             0.50094,             0.18816,             0.05605,             0.11348,                   0,           0.0078873,           0.0078873,           0.0078873
                 324,            0.039706,            0.056115,                   0,             0.60247,             0.48454,             0.47755,             0.18116,            0.055965,             0.12681,                   0,           0.0078753,           0.0078753,           0.0078753
                 325,            0.038446,            0.066307,                   0,             0.60247,             0.48454,             0.47755,             0.18116,            0.055965,             0.12681,                   0,           0.0078633,           0.0078633,           0.0078633
                 326,            0.036801,            0.057208,                   0,             0.59712,             0.44312,             0.46918,             0.17989,            0.058538,             0.14304,                   0,           0.0078512,           0.0078512,           0.0078512
                 327,            0.036561,            0.065532,                   0,             0.59712,             0.44312,             0.46918,             0.17989,            0.058538,             0.14304,                   0,           0.0078392,           0.0078392,           0.0078392
                 328,            0.035883,            0.058496,                   0,             0.64021,             0.42193,             0.44556,             0.17638,            0.063106,             0.15134,                   0,           0.0078271,           0.0078271,           0.0078271
                 329,            0.036726,            0.053433,                   0,             0.60315,             0.39171,              0.4146,             0.16398,            0.061761,             0.14395,                   0,            0.007815,            0.007815,            0.007815
                 330,            0.036843,            0.058004,                   0,             0.60315,             0.39171,              0.4146,             0.16398,            0.061761,             0.14395,                   0,           0.0078028,           0.0078028,           0.0078028
                 331,            0.036458,            0.064595,                   0,             0.49894,             0.36082,             0.38233,              0.1419,            0.062952,             0.14532,                   0,           0.0077907,           0.0077907,           0.0077907
                 332,            0.040539,            0.060609,                   0,             0.49894,             0.36082,             0.38233,              0.1419,            0.062952,             0.14532,                   0,           0.0077785,           0.0077785,           0.0077785
                 333,            0.039054,            0.054002,                   0,             0.55499,             0.41237,             0.44768,              0.1738,            0.058713,             0.14806,                   0,           0.0077663,           0.0077663,           0.0077663
                 334,            0.036962,               0.058,                   0,             0.55499,             0.41237,             0.44768,              0.1738,            0.058713,             0.14806,                   0,           0.0077541,           0.0077541,           0.0077541
                 335,            0.036146,            0.058133,                   0,             0.56227,             0.46348,             0.45019,             0.16973,            0.059332,             0.14569,                   0,           0.0077418,           0.0077418,           0.0077418
                 336,            0.035474,            0.048556,                   0,             0.56227,             0.46348,             0.45019,             0.16973,            0.059332,             0.14569,                   0,           0.0077296,           0.0077296,           0.0077296
                 337,            0.036221,            0.065066,                   0,             0.58826,             0.47423,             0.48043,             0.17933,            0.057627,             0.14127,                   0,           0.0077173,           0.0077173,           0.0077173
                 338,            0.036446,            0.064591,                   0,             0.64333,             0.48454,             0.52587,             0.20339,            0.055574,             0.12909,                   0,            0.007705,            0.007705,            0.007705
                 339,            0.039139,            0.060877,                   0,             0.64333,             0.48454,             0.52587,             0.20339,            0.055574,             0.12909,                   0,           0.0076926,           0.0076926,           0.0076926
                 340,            0.036823,            0.054818,                   0,             0.57269,             0.48454,             0.49043,             0.19571,            0.054581,             0.12672,                   0,           0.0076803,           0.0076803,           0.0076803
                 341,             0.03877,            0.058882,                   0,             0.57269,             0.48454,             0.49043,             0.19571,            0.054581,             0.12672,                   0,           0.0076679,           0.0076679,           0.0076679
                 342,            0.035242,             0.06151,                   0,             0.56778,             0.51546,             0.50963,             0.20525,            0.053772,             0.12396,                   0,           0.0076555,           0.0076555,           0.0076555
                 343,            0.035898,            0.062241,                   0,             0.56778,             0.51546,             0.50963,             0.20525,            0.053772,             0.12396,                   0,           0.0076431,           0.0076431,           0.0076431
                 344,            0.034963,            0.057121,                   0,             0.56908,             0.50515,             0.50369,             0.19678,            0.054846,             0.12596,                   0,           0.0076306,           0.0076306,           0.0076306
                 345,            0.035039,            0.066734,                   0,             0.52472,             0.63918,             0.53275,             0.20435,            0.049609,             0.12491,                   0,           0.0076182,           0.0076182,           0.0076182
                 346,            0.035567,            0.063581,                   0,             0.52472,             0.63918,             0.53275,             0.20435,            0.049609,             0.12491,                   0,           0.0076057,           0.0076057,           0.0076057
                 347,            0.035169,            0.049935,                   0,             0.65264,             0.48425,             0.53777,             0.21317,            0.052684,             0.12477,                   0,           0.0075932,           0.0075932,           0.0075932
                 348,            0.037975,            0.067155,                   0,             0.65264,             0.48425,             0.53777,             0.21317,            0.052684,             0.12477,                   0,           0.0075807,           0.0075807,           0.0075807
                 349,            0.036335,            0.055606,                   0,             0.59967,             0.55594,              0.5443,             0.22427,            0.048836,             0.12374,                   0,           0.0075681,           0.0075681,           0.0075681
                 350,             0.03563,            0.067323,                   0,             0.59967,             0.55594,              0.5443,             0.22427,            0.048836,             0.12374,                   0,           0.0075555,           0.0075555,           0.0075555
                 351,            0.035752,            0.058626,                   0,             0.64086,             0.51511,             0.53719,             0.22316,            0.048502,             0.12079,                   0,            0.007543,            0.007543,            0.007543
                 352,            0.033991,            0.070678,                   0,             0.64086,             0.51511,             0.53719,             0.22316,            0.048502,             0.12079,                   0,           0.0075304,           0.0075304,           0.0075304
                 353,             0.03417,            0.067307,                   0,             0.54181,             0.59794,             0.53052,             0.21299,            0.048489,              0.1219,                   0,           0.0075177,           0.0075177,           0.0075177
                 354,            0.035931,            0.063395,                   0,             0.52749,             0.58763,             0.54087,             0.20627,            0.050157,             0.12654,                   0,           0.0075051,           0.0075051,           0.0075051
                 355,            0.036229,            0.055238,                   0,             0.52749,             0.58763,             0.54087,             0.20627,            0.050157,             0.12654,                   0,           0.0074924,           0.0074924,           0.0074924
                 356,            0.035714,            0.051952,                   0,             0.61254,             0.52577,             0.52426,             0.20746,            0.050154,             0.13737,                   0,           0.0074797,           0.0074797,           0.0074797
                 357,            0.034488,            0.064655,                   0,             0.61254,             0.52577,             0.52426,             0.20746,            0.050154,             0.13737,                   0,            0.007467,            0.007467,            0.007467
                 358,             0.03589,            0.063995,                   0,             0.62466,             0.51546,             0.53449,               0.214,            0.050294,              0.1377,                   0,           0.0074543,           0.0074543,           0.0074543
                 359,            0.034508,            0.058291,                   0,             0.62466,             0.51546,             0.53449,               0.214,            0.050294,              0.1377,                   0,           0.0074416,           0.0074416,           0.0074416
                 360,             0.03638,            0.048626,                   0,             0.60382,             0.53608,             0.50851,             0.19158,            0.050825,             0.14157,                   0,           0.0074288,           0.0074288,           0.0074288
                 361,            0.038067,            0.062152,                   0,             0.55227,             0.43299,             0.42441,             0.14273,            0.060628,             0.12974,                   0,            0.007416,            0.007416,            0.007416
                 362,             0.05402,            0.058682,                   0,             0.55227,             0.43299,             0.42441,             0.14273,            0.060628,             0.12974,                   0,           0.0074032,           0.0074032,           0.0074032
                 363,            0.049379,            0.062915,                   0,             0.64391,             0.39149,              0.4299,             0.16652,            0.052069,             0.13485,                   0,           0.0073904,           0.0073904,           0.0073904
                 364,            0.042396,             0.05486,                   0,             0.64391,             0.39149,              0.4299,             0.16652,            0.052069,             0.13485,                   0,           0.0073775,           0.0073775,           0.0073775
                 365,            0.038561,            0.063282,                   0,             0.57312,             0.44292,             0.45006,             0.16598,            0.053617,             0.13778,                   0,           0.0073647,           0.0073647,           0.0073647
                 366,            0.034962,            0.058158,                   0,             0.57312,             0.44292,             0.45006,             0.16598,            0.053617,             0.13778,                   0,           0.0073518,           0.0073518,           0.0073518
                 367,            0.034787,            0.049742,                   0,             0.56612,             0.47423,             0.45226,             0.16609,            0.053785,             0.13214,                   0,           0.0073389,           0.0073389,           0.0073389
                 368,            0.035849,            0.053449,                   0,             0.56612,             0.47423,             0.45226,             0.16609,            0.053785,             0.13214,                   0,            0.007326,            0.007326,            0.007326
                 369,            0.034677,            0.057522,                   0,             0.52154,             0.49445,             0.43993,             0.16658,            0.054663,             0.13041,                   0,           0.0073131,           0.0073131,           0.0073131
                 370,            0.036675,            0.062423,                   0,             0.53053,             0.52577,             0.45878,             0.18859,            0.057958,             0.12251,                   0,           0.0073001,           0.0073001,           0.0073001
                 371,            0.040688,            0.056445,                   0,             0.53053,             0.52577,             0.45878,             0.18859,            0.057958,             0.12251,                   0,           0.0072872,           0.0072872,           0.0072872
                 372,            0.039292,            0.062928,                   0,             0.56023,              0.5567,             0.48445,             0.18382,            0.055633,             0.11751,                   0,           0.0072742,           0.0072742,           0.0072742
                 373,            0.037626,            0.055138,                   0,             0.56023,              0.5567,             0.48445,             0.18382,            0.055633,             0.11751,                   0,           0.0072612,           0.0072612,           0.0072612
                 374,            0.036361,            0.052377,                   0,             0.57574,             0.58763,             0.49922,             0.19363,             0.05427,             0.11789,                   0,           0.0072482,           0.0072482,           0.0072482
                 375,            0.035345,            0.063069,                   0,             0.57574,             0.58763,             0.49922,             0.19363,             0.05427,             0.11789,                   0,           0.0072351,           0.0072351,           0.0072351
                 376,            0.033824,             0.05895,                   0,             0.57237,              0.5567,             0.49692,             0.19336,            0.054192,             0.11648,                   0,           0.0072221,           0.0072221,           0.0072221
                 377,            0.034677,            0.064524,                   0,             0.55523,             0.51546,             0.46593,             0.17002,            0.059235,             0.11253,                   0,            0.007209,            0.007209,            0.007209
                 378,            0.042276,            0.053876,                   0,             0.55523,             0.51546,             0.46593,             0.17002,            0.059235,             0.11253,                   0,           0.0071959,           0.0071959,           0.0071959
                 379,            0.042233,            0.064793,                   0,             0.69222,             0.46392,             0.49914,             0.16844,            0.052932,             0.12447,                   0,           0.0071828,           0.0071828,           0.0071828
                 380,            0.044263,            0.059652,                   0,             0.69222,             0.46392,             0.49914,             0.16844,            0.052932,             0.12447,                   0,           0.0071697,           0.0071697,           0.0071697
                 381,            0.040718,            0.069231,                   0,             0.56818,             0.51546,             0.49555,             0.19201,            0.055959,             0.12975,                   0,           0.0071566,           0.0071566,           0.0071566
