               epoch,      train_box_loss,      train_obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
209,0.10658,0.064226,0,0.093781,0.096154,0.024173,0.0044532,0.11197,0.12697,0,0.0020013,0.0020013,0.081101
210,0.10883,0.14614,0,0.093781,0.096154,0.024173,0.0044532,0.11197,0.12697,0,0.0020101,0.0020101,0.08101
211,0.10198,0.068081,0,0.093781,0.096154,0.024173,0.0044532,0.11197,0.12697,0,0.0020188,0.0020188,0.080919
212,0.10738,0.11969,0,0.093781,0.096154,0.024173,0.0044532,0.11197,0.12697,0,0.0020275,0.0020275,0.080827
213,0.10523,0.12833,0,0.11181,0.076923,0.02401,0.0034184,0.11159,0.12774,0,0.0020362,0.0020362,0.080736
214,0.10321,0.073166,0,0.11181,0.076923,0.02401,0.0034184,0.11159,0.12774,0,0.0020449,0.0020449,0.080645
215,0.10227,0.12204,0,0.11181,0.076923,0.02401,0.0034184,0.11159,0.12774,0,0.0020536,0.0020536,0.080554
216,0.10903,0.084063,0,0.11181,0.076923,0.02401,0.0034184,0.11159,0.12774,0,0.0020622,0.0020622,0.080462
217,0.10664,0.1052,0,0.17491,0.057692,0.022784,0.0063654,0.11181,0.12719,0,0.0020709,0.0020709,0.080371
218,0.10453,0.10672,0,0.17491,0.057692,0.022784,0.0063654,0.11181,0.12719,0,0.0020795,0.0020795,0.08028
219,0.10267,0.11012,0,0.17491,0.057692,0.022784,0.0063654,0.11181,0.12719,0,0.0020881,0.0020881,0.080188
220,0.10597,0.1091,0,0.17491,0.057692,0.022784,0.0063654,0.11181,0.12719,0,0.0020968,0.0020968,0.080097
221,0.10709,0.1275,0,0.11166,0.076923,0.021233,0.0040296,0.11186,0.12671,0,0.0021054,0.0021054,0.080005
222,0.10193,0.069505,0,0.11166,0.076923,0.021233,0.0040296,0.11186,0.12671,0,0.0021139,0.0021139,0.079914
223,0.098636,0.058207,0,0.11166,0.076923,0.021233,0.0040296,0.11186,0.12671,0,0.0021225,0.0021225,0.079823
224,0.10446,0.12484,0,0.11166,0.076923,0.021233,0.0040296,0.11186,0.12671,0,0.0021311,0.0021311,0.079731
225,0.10502,0.10079,0,0.094172,0.076923,0.016198,0.0019714,0.11211,0.12634,0,0.0021396,0.0021396,0.07964
226,0.10314,0.10355,0,0.094172,0.076923,0.016198,0.0019714,0.11211,0.12634,0,0.0021482,0.0021482,0.079548
227,0.1047,0.12714,0,0.094172,0.076923,0.016198,0.0019714,0.11211,0.12634,0,0.0021567,0.0021567,0.079457
228,0.10984,0.11993,0,0.094172,0.076923,0.016198,0.0019714,0.11211,0.12634,0,0.0021652,0.0021652,0.079365
229,0.10598,0.086287,0,0.12401,0.057692,0.016534,0.0019061,0.11218,0.12539,0,0.0021737,0.0021737,0.079274
230,0.1011,0.078683,0,0.12401,0.057692,0.016534,0.0019061,0.11218,0.12539,0,0.0021822,0.0021822,0.079182
231,0.09938,0.11283,0,0.12401,0.057692,0.016534,0.0019061,0.11218,0.12539,0,0.0021907,0.0021907,0.079091
232,0.10208,0.1011,0,0.12401,0.057692,0.016534,0.0019061,0.11218,0.12539,0,0.0021992,0.0021992,0.078999
233,0.10112,0.097382,0,0.14778,0.057692,0.019044,0.0025699,0.11224,0.12464,0,0.0022076,0.0022076,0.078908
234,0.10004,0.067624,0,0.14778,0.057692,0.019044,0.0025699,0.11224,0.12464,0,0.0022161,0.0022161,0.078816
235,0.098486,0.092621,0,0.14778,0.057692,0.019044,0.0025699,0.11224,0.12464,0,0.0022245,0.0022245,0.078724
236,0.10472,0.11498,0,0.14778,0.057692,0.019044,0.0025699,0.11224,0.12464,0,0.0022329,0.0022329,0.078633
237,0.10245,0.12632,0,0.14778,0.057692,0.019044,0.0025699,0.11224,0.12464,0,0.0022413,0.0022413,0.078541
238,0.10448,0.13308,0,0.14297,0.076923,0.022186,0.0034804,0.11207,0.12423,0,0.0022497,0.0022497,0.07845
239,0.10477,0.084243,0,0.14297,0.076923,0.022186,0.0034804,0.11207,0.12423,0,0.0022581,0.0022581,0.078358
240,0.10517,0.097773,0,0.14297,0.076923,0.022186,0.0034804,0.11207,0.12423,0,0.0022664,0.0022664,0.078266
241,0.1,0.099805,0,0.14297,0.076923,0.022186,0.0034804,0.11207,0.12423,0,0.0022748,0.0022748,0.078175
242,0.10519,0.11238,0,0.14297,0.076923,0.022186,0.0034804,0.11207,0.12423,0,0.0022831,0.0022831,0.078083
243,0.099333,0.059125,0,0.14164,0.076923,0.026143,0.0041132,0.11242,0.12337,0,0.0022914,0.0022914,0.077991
244,0.10157,0.10735,0,0.14164,0.076923,0.026143,0.0041132,0.11242,0.12337,0,0.0022997,0.0022997,0.0779
245,0.10321,0.097012,0,0.14164,0.076923,0.026143,0.0041132,0.11242,0.12337,0,0.002308,0.002308,0.077808
246,0.10125,0.089974,0,0.14164,0.076923,0.026143,0.0041132,0.11242,0.12337,0,0.0023163,0.0023163,0.077716
247,0.10341,0.12321,0,0.14164,0.076923,0.026143,0.0041132,0.11242,0.12337,0,0.0023246,0.0023246,0.077625
248,0.10257,0.090494,0,0.12035,0.096154,0.028349,0.0049416,0.11237,0.12299,0,0.0023328,0.0023328,0.077533
249,0.10375,0.11758,0,0.12035,0.096154,0.028349,0.0049416,0.11237,0.12299,0,0.0023411,0.0023411,0.077441
250,0.098038,0.08706,0,0.12035,0.096154,0.028349,0.0049416,0.11237,0.12299,0,0.0023493,0.0023493,0.077349
251,0.10178,0.086049,0,0.12035,0.096154,0.028349,0.0049416,0.11237,0.12299,0,0.0023575,0.0023575,0.077257
252,0.10359,0.11677,0,0.12035,0.096154,0.028349,0.0049416,0.11237,0.12299,0,0.0023657,0.0023657,0.077166
253,0.1044,0.08456,0,0.1305,0.076923,0.020296,0.0035595,0.11212,0.12264,0,0.0023739,0.0023739,0.077074
254,0.10316,0.1023,0,0.1305,0.076923,0.020296,0.0035595,0.11212,0.12264,0,0.002382,0.002382,0.076982
255,0.095724,0.096922,0,0.1305,0.076923,0.020296,0.0035595,0.11212,0.12264,0,0.0023902,0.0023902,0.07689
256,0.10205,0.15154,0,0.1305,0.076923,0.020296,0.0035595,0.11212,0.12264,0,0.0023983,0.0023983,0.076798
257,0.10095,0.097571,0,0.1305,0.076923,0.020296,0.0035595,0.11212,0.12264,0,0.0024065,0.0024065,0.076706
258,0.10552,0.15739,0,0.10014,0.057692,0.016928,0.0043965,0.1117,0.12284,0,0.0024146,0.0024146,0.076615
259,0.094035,0.072761,0,0.10014,0.057692,0.016928,0.0043965,0.1117,0.12284,0,0.0024227,0.0024227,0.076523
260,0.1071,0.12277,0,0.10014,0.057692,0.016928,0.0043965,0.1117,0.12284,0,0.0024308,0.0024308,0.076431
261,0.10335,0.10994,0,0.10014,0.057692,0.016928,0.0043965,0.1117,0.12284,0,0.0024388,0.0024388,0.076339
262,0.10119,0.096615,0,0.10014,0.057692,0.016928,0.0043965,0.1117,0.12284,0,0.0024469,0.0024469,0.076247
263,0.10499,0.10747,0,0.099176,0.057692,0.020491,0.0046468,0.11165,0.12204,0,0.002455,0.002455,0.076155
264,0.10453,0.11396,0,0.099176,0.057692,0.020491,0.0046468,0.11165,0.12204,0,0.002463,0.002463,0.076063
265,0.095167,0.083094,0,0.099176,0.057692,0.020491,0.0046468,0.11165,0.12204,0,0.002471,0.002471,0.075971
266,0.10655,0.10471,0,0.099176,0.057692,0.020491,0.0046468,0.11165,0.12204,0,0.002479,0.002479,0.075879
267,0.09729,0.086201,0,0.099176,0.057692,0.020491,0.0046468,0.11165,0.12204,0,0.002487,0.002487,0.075787
268,0.099761,0.08147,0,0.053384,0.15385,0.021957,0.0047312,0.11143,0.12158,0,0.002495,0.002495,0.075695
269,0.10568,0.11202,0,0.053384,0.15385,0.021957,0.0047312,0.11143,0.12158,0,0.0025029,0.0025029,0.075603
270,0.099668,0.093644,0,0.053384,0.15385,0.021957,0.0047312,0.11143,0.12158,0,0.0025109,0.0025109,0.075511
271,0.094558,0.085371,0,0.053384,0.15385,0.021957,0.0047312,0.11143,0.12158,0,0.0025188,0.0025188,0.075419
272,0.10237,0.12833,0,0.053384,0.15385,0.021957,0.0047312,0.11143,0.12158,0,0.0025267,0.0025267,0.075327
273,0.10037,0.14225,0,0.063562,0.11538,0.027508,0.0055736,0.11115,0.12133,0,0.0025346,0.0025346,0.075235
274,0.098159,0.094812,0,0.063562,0.11538,0.027508,0.0055736,0.11115,0.12133,0,0.0025425,0.0025425,0.075142
275,0.096183,0.094371,0,0.063562,0.11538,0.027508,0.0055736,0.11115,0.12133,0,0.0025504,0.0025504,0.07505
276,0.10058,0.11104,0,0.063562,0.11538,0.027508,0.0055736,0.11115,0.12133,0,0.0025582,0.0025582,0.074958
277,0.10125,0.10274,0,0.063562,0.11538,0.027508,0.0055736,0.11115,0.12133,0,0.002566,0.002566,0.074866
278,0.098846,0.084405,0,0.069611,0.11538,0.02782,0.0060479,0.11095,0.12079,0,0.0025739,0.0025739,0.074774
279,0.099298,0.087185,0,0.069611,0.11538,0.02782,0.0060479,0.11095,0.12079,0,0.0025817,0.0025817,0.074682
280,0.095341,0.076053,0,0.069611,0.11538,0.02782,0.0060479,0.11095,0.12079,0,0.0025895,0.0025895,0.074589
281,0.10331,0.1202,0,0.069611,0.11538,0.02782,0.0060479,0.11095,0.12079,0,0.0025973,0.0025973,0.074497
282,0.103,0.10703,0,0.069611,0.11538,0.02782,0.0060479,0.11095,0.12079,0,0.002605,0.002605,0.074405
283,0.098971,0.068269,0,0.12599,0.096154,0.034251,0.0056239,0.11084,0.12052,0,0.0026128,0.0026128,0.074313
284,0.098456,0.067161,0,0.12599,0.096154,0.034251,0.0056239,0.11084,0.12052,0,0.0026205,0.0026205,0.074221
285,0.10492,0.12468,0,0.12599,0.096154,0.034251,0.0056239,0.11084,0.12052,0,0.0026282,0.0026282,0.074128
286,0.10032,0.1148,0,0.12599,0.096154,0.034251,0.0056239,0.11084,0.12052,0,0.0026359,0.0026359,0.074036
287,0.097817,0.10241,0,0.12599,0.096154,0.034251,0.0056239,0.11084,0.12052,0,0.0026436,0.0026436,0.073944
288,0.092169,0.089349,0,0.25209,0.096154,0.052918,0.011071,0.11113,0.11969,0,0.0026513,0.0026513,0.073851
289,0.10139,0.089532,0,0.25209,0.096154,0.052918,0.011071,0.11113,0.11969,0,0.002659,0.002659,0.073759
290,0.10088,0.10216,0,0.25209,0.096154,0.052918,0.011071,0.11113,0.11969,0,0.0026666,0.0026666,0.073667
291,0.095837,0.097755,0,0.25209,0.096154,0.052918,0.011071,0.11113,0.11969,0,0.0026742,0.0026742,0.073574
292,0.098229,0.093914,0,0.25209,0.096154,0.052918,0.011071,0.11113,0.11969,0,0.0026818,0.0026818,0.073482
293,0.10379,0.094608,0,0.15019,0.096154,0.04808,0.0097518,0.11123,0.11927,0,0.0026894,0.0026894,0.073389
294,0.09808,0.086744,0,0.15019,0.096154,0.04808,0.0097518,0.11123,0.11927,0,0.002697,0.002697,0.073297
295,0.099328,0.11812,0,0.15019,0.096154,0.04808,0.0097518,0.11123,0.11927,0,0.0027046,0.0027046,0.073205
296,0.1017,0.11279,0,0.15019,0.096154,0.04808,0.0097518,0.11123,0.11927,0,0.0027121,0.0027121,0.073112
297,0.099147,0.093969,0,0.15019,0.096154,0.04808,0.0097518,0.11123,0.11927,0,0.0027197,0.0027197,0.07302
298,0.095781,0.093966,0,0.16066,0.096154,0.053617,0.014756,0.1109,0.11962,0,0.0027272,0.0027272,0.072927
299,0.1028,0.090736,0,0.16066,0.096154,0.053617,0.014756,0.1109,0.11962,0,0.0027347,0.0027347,0.072835
300,0.095974,0.089468,0,0.16066,0.096154,0.053617,0.014756,0.1109,0.11962,0,0.0027422,0.0027422,0.072742
301,0.10173,0.11658,0,0.16066,0.096154,0.053617,0.014756,0.1109,0.11962,0,0.0027496,0.0027496,0.07265
302,0.10335,0.090685,0,0.16066,0.096154,0.053617,0.014756,0.1109,0.11962,0,0.0027571,0.0027571,0.072557
303,0.092671,0.094666,0,0.16066,0.096154,0.053617,0.014756,0.1109,0.11962,0,0.0027645,0.0027645,0.072465
304,0.098902,0.088528,0,0.09545,0.17308,0.057636,0.016769,0.11043,0.1202,0,0.002772,0.002772,0.072372
305,0.10003,0.11132,0,0.09545,0.17308,0.057636,0.016769,0.11043,0.1202,0,0.0027794,0.0027794,0.072279
306,0.098776,0.10044,0,0.09545,0.17308,0.057636,0.016769,0.11043,0.1202,0,0.0027868,0.0027868,0.072187
307,0.1018,0.103,0,0.09545,0.17308,0.057636,0.016769,0.11043,0.1202,0,0.0027941,0.0027941,0.072094
308,0.097651,0.10451,0,0.09545,0.17308,0.057636,0.016769,0.11043,0.1202,0,0.0028015,0.0028015,0.072001
309,0.097888,0.11544,0,0.09545,0.17308,0.057636,0.016769,0.11043,0.1202,0,0.0028088,0.0028088,0.071909
310,0.092679,0.079081,0,0.18838,0.13462,0.065881,0.019135,0.11008,0.12121,0,0.0028162,0.0028162,0.071816
311,0.096601,0.086657,0,0.18838,0.13462,0.065881,0.019135,0.11008,0.12121,0,0.0028235,0.0028235,0.071723
312,0.098595,0.084901,0,0.18838,0.13462,0.065881,0.019135,0.11008,0.12121,0,0.0028308,0.0028308,0.071631
313,0.10133,0.083692,0,0.18838,0.13462,0.065881,0.019135,0.11008,0.12121,0,0.002838,0.002838,0.071538
314,0.099032,0.0929,0,0.18838,0.13462,0.065881,0.019135,0.11008,0.12121,0,0.0028453,0.0028453,0.071445
315,0.099334,0.076751,0,0.18838,0.13462,0.065881,0.019135,0.11008,0.12121,0,0.0028525,0.0028525,0.071353
316,0.1003,0.091891,0,0.17564,0.11538,0.062486,0.017176,0.10996,0.12048,0,0.0028598,0.0028598,0.07126
317,0.098177,0.07762,0,0.17564,0.11538,0.062486,0.017176,0.10996,0.12048,0,0.002867,0.002867,0.071167
318,0.098085,0.09172,0,0.17564,0.11538,0.062486,0.017176,0.10996,0.12048,0,0.0028742,0.0028742,0.071074
319,0.101,0.092731,0,0.17564,0.11538,0.062486,0.017176,0.10996,0.12048,0,0.0028814,0.0028814,0.070981
320,0.096598,0.097744,0,0.17564,0.11538,0.062486,0.017176,0.10996,0.12048,0,0.0028885,0.0028885,0.070889
321,0.094984,0.071431,0,0.17564,0.11538,0.062486,0.017176,0.10996,0.12048,0,0.0028957,0.0028957,0.070796
322,0.098304,0.11188,0,0.14089,0.15385,0.061889,0.0127,0.10923,0.12031,0,0.0029028,0.0029028,0.070703
323,0.097012,0.09522,0,0.14089,0.15385,0.061889,0.0127,0.10923,0.12031,0,0.0029099,0.0029099,0.07061
324,0.10074,0.12532,0,0.14089,0.15385,0.061889,0.0127,0.10923,0.12031,0,0.002917,0.002917,0.070517
325,0.096426,0.097848,0,0.14089,0.15385,0.061889,0.0127,0.10923,0.12031,0,0.0029241,0.0029241,0.070424
326,0.097561,0.12006,0,0.14089,0.15385,0.061889,0.0127,0.10923,0.12031,0,0.0029311,0.0029311,0.070331
327,0.099708,0.095651,0,0.14089,0.15385,0.061889,0.0127,0.10923,0.12031,0,0.0029382,0.0029382,0.070238
328,0.095195,0.073152,0,0.16397,0.15385,0.066775,0.01355,0.10889,0.12177,0,0.0029452,0.0029452,0.070145
329,0.098105,0.10463,0,0.16397,0.15385,0.066775,0.01355,0.10889,0.12177,0,0.0029522,0.0029522,0.070052
330,0.095384,0.066637,0,0.16397,0.15385,0.066775,0.01355,0.10889,0.12177,0,0.0029592,0.0029592,0.069959
331,0.10226,0.08615,0,0.16397,0.15385,0.066775,0.01355,0.10889,0.12177,0,0.0029662,0.0029662,0.069866
332,0.10149,0.11455,0,0.16397,0.15385,0.066775,0.01355,0.10889,0.12177,0,0.0029731,0.0029731,0.069773
333,0.098293,0.099344,0,0.16397,0.15385,0.066775,0.01355,0.10889,0.12177,0,0.0029801,0.0029801,0.06968
334,0.10312,0.11365,0,0.15421,0.15385,0.068252,0.011882,0.10888,0.12056,0,0.002987,0.002987,0.069587
335,0.095273,0.096946,0,0.15421,0.15385,0.068252,0.011882,0.10888,0.12056,0,0.0029939,0.0029939,0.069494
336,0.10079,0.1195,0,0.15421,0.15385,0.068252,0.011882,0.10888,0.12056,0,0.0030008,0.0030008,0.069401
337,0.095438,0.082369,0,0.15421,0.15385,0.068252,0.011882,0.10888,0.12056,0,0.0030077,0.0030077,0.069308
338,0.096258,0.080475,0,0.15421,0.15385,0.068252,0.011882,0.10888,0.12056,0,0.0030145,0.0030145,0.069215
339,0.095658,0.078004,0,0.15421,0.15385,0.068252,0.011882,0.10888,0.12056,0,0.0030214,0.0030214,0.069121
340,0.10313,0.10978,0,0.18077,0.15385,0.063051,0.011463,0.10908,0.11917,0,0.0030282,0.0030282,0.069028
341,0.095273,0.10264,0,0.18077,0.15385,0.063051,0.011463,0.10908,0.11917,0,0.003035,0.003035,0.068935
342,0.096955,0.11984,0,0.18077,0.15385,0.063051,0.011463,0.10908,0.11917,0,0.0030418,0.0030418,0.068842
343,0.099891,0.081233,0,0.18077,0.15385,0.063051,0.011463,0.10908,0.11917,0,0.0030486,0.0030486,0.068749
344,0.093149,0.09608,0,0.18077,0.15385,0.063051,0.011463,0.10908,0.11917,0,0.0030553,0.0030553,0.068655
345,0.092099,0.11134,0,0.18077,0.15385,0.063051,0.011463,0.10908,0.11917,0,0.003062,0.003062,0.068562
346,0.091905,0.10658,0,0.13601,0.13462,0.05704,0.01026,0.10901,0.1184,0,0.0030688,0.0030688,0.068469
347,0.097555,0.097864,0,0.13601,0.13462,0.05704,0.01026,0.10901,0.1184,0,0.0030755,0.0030755,0.068375
348,0.095236,0.079709,0,0.13601,0.13462,0.05704,0.01026,0.10901,0.1184,0,0.0030821,0.0030821,0.068282
349,0.096787,0.07424,0,0.13601,0.13462,0.05704,0.01026,0.10901,0.1184,0,0.0030888,0.0030888,0.068189
350,0.094448,0.11891,0,0.13601,0.13462,0.05704,0.01026,0.10901,0.1184,0,0.0030955,0.0030955,0.068095
351,0.095547,0.10232,0,0.13601,0.13462,0.05704,0.01026,0.10901,0.1184,0,0.0031021,0.0031021,0.068002
352,0.094674,0.095101,0,0.096325,0.15385,0.055782,0.014975,0.10948,0.11648,0,0.0031087,0.0031087,0.067909
353,0.097017,0.083507,0,0.096325,0.15385,0.055782,0.014975,0.10948,0.11648,0,0.0031153,0.0031153,0.067815
354,0.096041,0.085182,0,0.096325,0.15385,0.055782,0.014975,0.10948,0.11648,0,0.0031219,0.0031219,0.067722
355,0.097497,0.099904,0,0.096325,0.15385,0.055782,0.014975,0.10948,0.11648,0,0.0031284,0.0031284,0.067628
356,0.091807,0.073888,0,0.096325,0.15385,0.055782,0.014975,0.10948,0.11648,0,0.003135,0.003135,0.067535
357,0.095623,0.071343,0,0.096325,0.15385,0.055782,0.014975,0.10948,0.11648,0,0.0031415,0.0031415,0.067441
358,0.094388,0.10626,0,0.14192,0.17308,0.060978,0.020813,0.1095,0.1146,0,0.003148,0.003148,0.067348
359,0.094393,0.075375,0,0.14192,0.17308,0.060978,0.020813,0.1095,0.1146,0,0.0031545,0.0031545,0.067254
360,0.091138,0.058132,0,0.14192,0.17308,0.060978,0.020813,0.1095,0.1146,0,0.0031609,0.0031609,0.067161
361,0.10074,0.12313,0,0.14192,0.17308,0.060978,0.020813,0.1095,0.1146,0,0.0031674,0.0031674,0.067067
362,0.099441,0.10416,0,0.14192,0.17308,0.060978,0.020813,0.1095,0.1146,0,0.0031738,0.0031738,0.066974
363,0.092676,0.079578,0,0.14192,0.17308,0.060978,0.020813,0.1095,0.1146,0,0.0031802,0.0031802,0.06688
364,0.090786,0.075759,0,0.14494,0.15385,0.068157,0.016693,0.10993,0.11351,0,0.0031866,0.0031866,0.066787
365,0.094329,0.09548,0,0.14494,0.15385,0.068157,0.016693,0.10993,0.11351,0,0.003193,0.003193,0.066693
366,0.091671,0.08695,0,0.14494,0.15385,0.068157,0.016693,0.10993,0.11351,0,0.0031993,0.0031993,0.066599
367,0.089245,0.069858,0,0.14494,0.15385,0.068157,0.016693,0.10993,0.11351,0,0.0032057,0.0032057,0.066506
368,0.095452,0.10489,0,0.14494,0.15385,0.068157,0.016693,0.10993,0.11351,0,0.003212,0.003212,0.066412
369,0.088446,0.081077,0,0.14494,0.15385,0.068157,0.016693,0.10993,0.11351,0,0.0032183,0.0032183,0.066318
370,0.1005,0.10551,0,0.14494,0.15385,0.068157,0.016693,0.10993,0.11351,0,0.0032246,0.0032246,0.066225
371,0.095942,0.092883,0,0.15042,0.17028,0.071541,0.021231,0.11009,0.11149,0,0.0032309,0.0032309,0.066131
372,0.091393,0.083675,0,0.15042,0.17028,0.071541,0.021231,0.11009,0.11149,0,0.0032371,0.0032371,0.066037
373,0.093986,0.11063,0,0.15042,0.17028,0.071541,0.021231,0.11009,0.11149,0,0.0032433,0.0032433,0.065943
374,0.095244,0.096425,0,0.15042,0.17028,0.071541,0.021231,0.11009,0.11149,0,0.0032496,0.0032496,0.06585
375,0.092085,0.10634,0,0.15042,0.17028,0.071541,0.021231,0.11009,0.11149,0,0.0032557,0.0032557,0.065756
376,0.099881,0.11265,0,0.15042,0.17028,0.071541,0.021231,0.11009,0.11149,0,0.0032619,0.0032619,0.065662
377,0.098346,0.1095,0,0.15042,0.17028,0.071541,0.021231,0.11009,0.11149,0,0.0032681,0.0032681,0.065568
378,0.094736,0.093865,0,0.16621,0.17308,0.071942,0.017645,0.10974,0.11081,0,0.0032742,0.0032742,0.065474
379,0.10004,0.10167,0,0.16621,0.17308,0.071942,0.017645,0.10974,0.11081,0,0.0032803,0.0032803,0.06538
380,0.09427,0.1132,0,0.16621,0.17308,0.071942,0.017645,0.10974,0.11081,0,0.0032864,0.0032864,0.065286
381,0.09654,0.081453,0,0.16621,0.17308,0.071942,0.017645,0.10974,0.11081,0,0.0032925,0.0032925,0.065193
382,0.093066,0.075135,0,0.16621,0.17308,0.071942,0.017645,0.10974,0.11081,0,0.0032986,0.0032986,0.065099
383,0.093856,0.11973,0,0.16621,0.17308,0.071942,0.017645,0.10974,0.11081,0,0.0033046,0.0033046,0.065005
384,0.096323,0.10089,0,0.16621,0.17308,0.071942,0.017645,0.10974,0.11081,0,0.0033106,0.0033106,0.064911
385,0.092685,0.10108,0,0.19692,0.17308,0.074453,0.017081,0.10956,0.11022,0,0.0033166,0.0033166,0.064817
386,0.097271,0.11886,0,0.19692,0.17308,0.074453,0.017081,0.10956,0.11022,0,0.0033226,0.0033226,0.064723
387,0.097765,0.097048,0,0.19692,0.17308,0.074453,0.017081,0.10956,0.11022,0,0.0033286,0.0033286,0.064629
388,0.092386,0.077338,0,0.19692,0.17308,0.074453,0.017081,0.10956,0.11022,0,0.0033345,0.0033345,0.064535
389,0.097256,0.11923,0,0.19692,0.17308,0.074453,0.017081,0.10956,0.11022,0,0.0033405,0.0033405,0.06444
390,0.093252,0.086013,0,0.19692,0.17308,0.074453,0.017081,0.10956,0.11022,0,0.0033464,0.0033464,0.064346
391,0.09383,0.093408,0,0.19692,0.17308,0.074453,0.017081,0.10956,0.11022,0,0.0033523,0.0033523,0.064252
392,0.093427,0.10163,0,0.11553,0.19231,0.064594,0.02021,0.10935,0.1087,0,0.0033581,0.0033581,0.064158
393,0.096711,0.099929,0,0.11553,0.19231,0.064594,0.02021,0.10935,0.1087,0,0.003364,0.003364,0.064064
394,0.093732,0.071987,0,0.11553,0.19231,0.064594,0.02021,0.10935,0.1087,0,0.0033698,0.0033698,0.06397
395,0.093385,0.10931,0,0.11553,0.19231,0.064594,0.02021,0.10935,0.1087,0,0.0033756,0.0033756,0.063876
396,0.098404,0.08173,0,0.11553,0.19231,0.064594,0.02021,0.10935,0.1087,0,0.0033814,0.0033814,0.063781
397,0.090744,0.080798,0,0.11553,0.19231,0.064594,0.02021,0.10935,0.1087,0,0.0033872,0.0033872,0.063687
398,0.095643,0.086596,0,0.11553,0.19231,0.064594,0.02021,0.10935,0.1087,0,0.003393,0.003393,0.063593
399,0.092795,0.1011,0,0.17615,0.11538,0.063169,0.021441,0.10838,0.10849,0,0.0033987,0.0033987,0.063499
400,0.092843,0.076794,0,0.17615,0.11538,0.063169,0.021441,0.10838,0.10849,0,0.0034044,0.0034044,0.063404
401,0.092574,0.076028,0,0.17615,0.11538,0.063169,0.021441,0.10838,0.10849,0,0.0034101,0.0034101,0.06331
402,0.10082,0.078792,0,0.17615,0.11538,0.063169,0.021441,0.10838,0.10849,0,0.0034158,0.0034158,0.063216
403,0.092533,0.059542,0,0.17615,0.11538,0.063169,0.021441,0.10838,0.10849,0,0.0034215,0.0034215,0.063121
404,0.093428,0.066703,0,0.17615,0.11538,0.063169,0.021441,0.10838,0.10849,0,0.0034271,0.0034271,0.063027
405,0.095644,0.080921,0,0.17615,0.11538,0.063169,0.021441,0.10838,0.10849,0,0.0034327,0.0034327,0.062933
406,0.094048,0.11307,0,0.11298,0.28846,0.074357,0.01788,0.10714,0.10817,0,0.0034383,0.0034383,0.062838
407,0.092291,0.08945,0,0.11298,0.28846,0.074357,0.01788,0.10714,0.10817,0,0.0034439,0.0034439,0.062744
408,0.092401,0.088209,0,0.11298,0.28846,0.074357,0.01788,0.10714,0.10817,0,0.0034495,0.0034495,0.062649
409,0.097961,0.1188,0,0.11298,0.28846,0.074357,0.01788,0.10714,0.10817,0,0.003455,0.003455,0.062555
410,0.089144,0.066415,0,0.11298,0.28846,0.074357,0.01788,0.10714,0.10817,0,0.0034606,0.0034606,0.062461
411,0.095912,0.079744,0,0.11298,0.28846,0.074357,0.01788,0.10714,0.10817,0,0.0034661,0.0034661,0.062366
412,0.089529,0.077234,0,0.11298,0.28846,0.074357,0.01788,0.10714,0.10817,0,0.0034716,0.0034716,0.062272
413,0.091183,0.075213,0,0.13847,0.26923,0.07892,0.014545,0.10705,0.10629,0,0.003477,0.003477,0.062177
414,0.092818,0.091327,0,0.13847,0.26923,0.07892,0.014545,0.10705,0.10629,0,0.0034825,0.0034825,0.062082
415,0.091372,0.090479,0,0.13847,0.26923,0.07892,0.014545,0.10705,0.10629,0,0.0034879,0.0034879,0.061988
416,0.093742,0.066653,0,0.13847,0.26923,0.07892,0.014545,0.10705,0.10629,0,0.0034933,0.0034933,0.061893
417,0.094477,0.078266,0,0.13847,0.26923,0.07892,0.014545,0.10705,0.10629,0,0.0034987,0.0034987,0.061799
418,0.091896,0.063058,0,0.13847,0.26923,0.07892,0.014545,0.10705,0.10629,0,0.0035041,0.0035041,0.061704
419,0.090502,0.090877,0,0.13847,0.26923,0.07892,0.014545,0.10705,0.10629,0,0.0035094,0.0035094,0.061609
420,0.092011,0.0851,0,0.15088,0.30769,0.089873,0.021166,0.10673,0.10534,0,0.0035147,0.0035147,0.061515
421,0.098021,0.088478,0,0.15088,0.30769,0.089873,0.021166,0.10673,0.10534,0,0.00352,0.00352,0.06142
422,0.092233,0.11489,0,0.15088,0.30769,0.089873,0.021166,0.10673,0.10534,0,0.0035253,0.0035253,0.061325
423,0.096746,0.1089,0,0.15088,0.30769,0.089873,0.021166,0.10673,0.10534,0,0.0035306,0.0035306,0.061231
424,0.094434,0.069577,0,0.15088,0.30769,0.089873,0.021166,0.10673,0.10534,0,0.0035358,0.0035358,0.061136
425,0.091744,0.080795,0,0.15088,0.30769,0.089873,0.021166,0.10673,0.10534,0,0.0035411,0.0035411,0.061041
426,0.094082,0.081437,0,0.15088,0.30769,0.089873,0.021166,0.10673,0.10534,0,0.0035463,0.0035463,0.060946
427,0.097689,0.10697,0,0.1734,0.30769,0.088542,0.020856,0.10603,0.10465,0,0.0035515,0.0035515,0.060851
